1L	2000
2L	2000
3L	2000
4L	2000
5L	2000
6L	2000
7L	2000
8L	2000
9L	2000
10L	2000
11L	2000
12L	2000
13L	2000
14L	2000
15L	2000
16L	2000
1R	232053
2R	815205
3R	318158
4R	1527223
5R	578926
6R	272829
7R	1092926
8R	564420
9R	441739
10R	747604
11R	661727
12R	1080101
13R	920711
14R	779348
15R	1093155
16R	950070
